"","vroot","click","user"
"5038",1049,1,"14067"
"5039",1001,1,"14067"
"5040",1003,1,"14067"
"5041",1018,1,"14067"
"5042",1002,1,"14067"
"5044",1194,1,"14069"
"5045",1001,1,"14069"
"5046",1003,1,"14069"
"5047",1002,1,"14069"
"5048",1004,1,"14069"
"5049",1034,1,"14069"
"5050",1079,1,"14069"
"5051",1018,1,"14069"
"5053",1017,1,"14090"
"5054",1004,1,"14090"
"5055",1113,1,"14090"
"5056",1008,1,"14090"
"5057",1009,1,"14090"
"5058",1001,1,"14090"
"5059",1034,1,"14090"
"5060",1083,1,"14090"
"5062",1008,1,"14091"
"5063",1188,1,"14091"
"5064",1060,1,"14091"
"5065",1004,1,"14091"
"5066",1019,1,"14091"
"5067",1057,1,"14091"
"5069",1036,1,"14101"
"5070",1008,1,"14101"
"5071",1087,1,"14101"
"5072",1009,1,"14101"
"5073",1017,1,"14101"
"5074",1001,1,"14101"
"5075",1034,1,"14101"
"5076",1004,1,"14101"
"5078",1009,1,"14106"
"5079",1031,1,"14106"
"5080",1003,1,"14106"
"5081",1080,1,"14106"
"5082",1004,1,"14106"
"5083",1018,1,"14106"
"5085",1010,1,"14117"
"5086",1008,1,"14117"
"5087",1020,1,"14117"
"5088",1157,1,"14117"
"5089",1018,1,"14117"
"5090",1075,1,"14117"
"5092",1119,1,"14126"
"5093",1081,1,"14126"
"5094",1017,1,"14126"
"5095",1018,1,"14126"
"5096",1014,1,"14126"
"5097",1008,1,"14126"
"5098",1077,1,"14126"
"5099",1037,1,"14126"
"5100",1089,1,"14126"
"5101",1009,1,"14126"
"5102",1109,1,"14126"
"5103",1048,1,"14126"
"5105",1000,1,"14134"
"5106",1008,1,"14134"
"5107",1025,1,"14134"
"5108",1056,1,"14134"
"5109",1026,1,"14134"
"5110",1001,1,"14134"
"5111",1032,1,"14134"
"5112",1034,1,"14134"
"5113",1018,1,"14134"
"5115",1064,1,"14136"
"5116",1018,1,"14136"
"5117",1014,1,"14136"
"5118",1000,1,"14136"
"5119",1008,1,"14136"
"5120",1009,1,"14136"
"5121",1052,1,"14136"
"5122",1040,1,"14136"
"5123",1026,1,"14136"
"5124",1034,1,"14136"
"5126",1222,1,"14138"
"5127",1025,1,"14138"
"5128",1026,1,"14138"
"5129",1040,1,"14138"
"5130",1031,1,"14138"
"5131",1034,1,"14138"
"5132",1004,1,"14138"
"5134",1008,1,"14142"
"5135",1087,1,"14142"
"5136",1046,1,"14142"
"5137",1049,1,"14142"
"5138",1001,1,"14142"
"5139",1034,1,"14142"
"5140",1004,1,"14142"
"5141",1018,1,"14142"
"5143",1076,1,"14149"
"5144",1001,1,"14149"
"5145",1114,1,"14149"
"5146",1003,1,"14149"
"5147",1004,1,"14149"
"5148",1018,1,"14149"
"5150",1000,1,"14156"
"5151",1227,1,"14156"
"5152",1034,1,"14156"
"5153",1004,1,"14156"
"5154",1043,1,"14156"
"5155",1097,1,"14156"
"5157",1035,1,"14177"
"5158",1102,1,"14177"
"5159",1001,1,"14177"
"5160",1003,1,"14177"
"5161",1034,1,"14177"
"5162",1018,1,"14177"
"5164",1118,1,"14181"
"5165",1008,1,"14181"
"5166",1134,1,"14181"
"5167",1018,1,"14181"
"5168",1043,1,"14181"
"5169",1004,1,"14181"
"5170",1078,1,"14181"
"5172",1133,1,"14189"
"5173",1049,1,"14189"
"5174",1013,1,"14189"
"5175",1078,1,"14189"
"5176",1018,1,"14189"
"5177",1000,1,"14189"
"5178",1181,1,"14189"
"5179",1037,1,"14189"
"5180",1220,1,"14189"
"5181",1205,1,"14189"
"5182",1001,1,"14189"
"5184",1077,1,"14196"
"5185",1183,1,"14196"
"5186",1007,1,"14196"
"5187",1001,1,"14196"
"5188",1004,1,"14196"
"5189",1018,1,"14196"
"5191",1025,1,"14197"
"5192",1054,1,"14197"
"5193",1017,1,"14197"
"5194",1014,1,"14197"
"5195",1004,1,"14197"
"5196",1074,1,"14197"
"5197",1000,1,"14197"
"5198",1036,1,"14197"
"5199",1009,1,"14197"
"5200",1040,1,"14197"
"5201",1088,1,"14197"
"5202",1034,1,"14197"
"5204",1025,1,"14204"
"5205",1008,1,"14204"
"5206",1022,1,"14204"
"5207",1038,1,"14204"
"5208",1026,1,"14204"
"5209",1004,1,"14204"
"5210",1034,1,"14204"
"5212",1008,1,"14211"
"5213",1009,1,"14211"
"5214",1155,1,"14211"
"5215",1061,1,"14211"
"5216",1075,1,"14211"
"5217",1002,1,"14211"
"5218",1018,1,"14211"
"5219",1004,1,"14211"
"5221",1025,1,"14222"
"5222",1123,1,"14222"
"5223",1070,1,"14222"
"5224",1010,1,"14222"
"5225",1008,1,"14222"
"5226",1027,1,"14222"
"5227",1041,1,"14222"
"5228",1034,1,"14222"
"5230",1008,1,"14226"
"5231",1003,1,"14226"
"5232",1001,1,"14226"
"5233",1079,1,"14226"
"5234",1018,1,"14226"
"5235",1034,1,"14226"
"5237",1124,1,"14240"
"5238",1189,1,"14240"
"5239",1027,1,"14240"
"5240",1056,1,"14240"
"5241",1039,1,"14240"
"5242",1042,1,"14240"
"5243",1045,1,"14240"
"5244",1017,1,"14240"
"5245",1018,1,"14240"
"5246",1071,1,"14240"
"5247",1072,1,"14240"
"5248",1008,1,"14240"
"5249",1030,1,"14240"
"5250",1038,1,"14240"
"5251",1026,1,"14240"
"5252",1041,1,"14240"
"5253",1053,1,"14240"
"5254",1043,1,"14240"
"5256",1008,1,"14243"
"5257",1009,1,"14243"
"5258",1017,1,"14243"
"5259",1040,1,"14243"
"5260",1003,1,"14243"
"5261",1004,1,"14243"
"5262",1018,1,"14243"
"5263",1014,1,"14243"
"5265",1127,1,"14250"
"5266",1037,1,"14250"
"5267",1009,1,"14250"
"5268",1017,1,"14250"
"5269",1052,1,"14250"
"5270",1039,1,"14250"
"5271",1018,1,"14250"
"5272",1034,1,"14250"
"5274",1008,1,"14254"
"5275",1035,1,"14254"
"5276",1009,1,"14254"
"5277",1017,1,"14254"
"5278",1007,1,"14254"
"5279",1032,1,"14254"
"5280",1003,1,"14254"
"5281",1001,1,"14254"
"5282",1004,1,"14254"
"5283",1018,1,"14254"
"5285",1017,1,"14255"
"5286",1040,1,"14255"
"5287",1134,1,"14255"
"5288",1032,1,"14255"
"5289",1159,1,"14255"
"5290",1004,1,"14255"
"5292",1008,1,"14257"
"5293",1030,1,"14257"
"5294",1185,1,"14257"
"5295",1017,1,"14257"
"5296",1034,1,"14257"
"5297",1002,1,"14257"
"5298",1018,1,"14257"
"5299",1078,1,"14257"
"5300",1004,1,"14257"
"5302",1051,1,"14261"
"5303",1063,1,"14261"
"5304",1004,1,"14261"
"5305",1008,1,"14261"
"5306",1226,1,"14261"
"5307",1009,1,"14261"
"5308",1038,1,"14261"
"5309",1026,1,"14261"
"5310",1001,1,"14261"
"5311",1034,1,"14261"
"5313",1036,1,"14279"
"5314",1164,1,"14279"
"5315",1030,1,"14279"
"5316",1031,1,"14279"
"5317",1017,1,"14279"
"5318",1040,1,"14279"
"5320",1008,1,"14285"
"5321",1009,1,"14285"
"5322",1003,1,"14285"
"5323",1001,1,"14285"
"5324",1024,1,"14285"
"5325",1078,1,"14285"
"5327",1025,1,"14296"
"5328",1058,1,"14296"
"5329",1017,1,"14296"
"5330",1026,1,"14296"
"5331",1004,1,"14296"
"5332",1034,1,"14296"
"5333",1074,1,"14296"
"5335",1087,1,"14298"
"5336",1004,1,"14298"
"5337",1018,1,"14298"
"5338",1035,1,"14298"
"5339",1008,1,"14298"
"5340",1055,1,"14298"
"5341",1009,1,"14298"
"5342",1003,1,"14298"
"5343",1001,1,"14298"
"5345",1025,1,"14299"
"5346",1008,1,"14299"
"5347",1125,1,"14299"
"5348",1070,1,"14299"
"5349",1026,1,"14299"
"5350",1017,1,"14299"
"5351",1040,1,"14299"
"5353",1025,1,"14306"
"5354",1065,1,"14306"
"5355",1123,1,"14306"
"5356",1026,1,"14306"
"5357",1041,1,"14306"
"5358",1004,1,"14306"
"5360",1008,1,"14307"
"5361",1085,1,"14307"
"5362",1135,1,"14307"
"5363",1009,1,"14307"
"5364",1123,1,"14307"
"5365",1007,1,"14307"
"5366",1001,1,"14307"
"5367",1004,1,"14307"
"5369",1130,1,"14308"
"5370",1054,1,"14308"
"5371",1017,1,"14308"
"5372",1018,1,"14308"
"5373",1004,1,"14308"
"5374",1074,1,"14308"
"5375",1008,1,"14308"
"5376",1000,1,"14308"
"5377",1037,1,"14308"
"5378",1009,1,"14308"
"5379",1050,1,"14308"
"5380",1043,1,"14308"
"5382",1008,1,"14315"
"5383",1037,1,"14315"
"5384",1133,1,"14315"
"5385",1009,1,"14315"
"5386",1017,1,"14315"
"5387",1001,1,"14315"
"5388",1004,1,"14315"
"5389",1071,1,"14315"
"5391",1020,1,"14318"
"5392",1018,1,"14318"
"5393",1074,1,"14318"
"5394",1008,1,"14318"
"5395",1009,1,"14318"
"5396",1060,1,"14318"
"5397",1052,1,"14318"
"5398",1034,1,"14318"
"5400",1174,1,"14321"
"5401",1025,1,"14321"
"5402",1020,1,"14321"
"5403",1139,1,"14321"
"5404",1100,1,"14321"
"5405",1004,1,"14321"
"5407",1008,1,"14323"
"5408",1025,1,"14323"
"5409",1136,1,"14323"
"5410",1026,1,"14323"
"5411",1034,1,"14323"
"5412",1018,1,"14323"
"5414",1036,1,"14324"
"5415",1000,1,"14324"
"5416",1035,1,"14324"
"5417",1008,1,"14324"
"5418",1009,1,"14324"
"5419",1040,1,"14324"
"5420",1018,1,"14324"
"5422",1035,1,"14334"
"5423",1037,1,"14334"
"5424",1009,1,"14334"
"5425",1017,1,"14334"
"5426",1001,1,"14334"
"5427",1018,1,"14334"
"5429",1008,1,"14343"
"5430",1054,1,"14343"
"5431",1017,1,"14343"
"5432",1049,1,"14343"
"5433",1001,1,"14343"
"5434",1003,1,"14343"
"5435",1004,1,"14343"
"5437",1008,1,"14344"
"5438",1030,1,"14344"
"5439",1087,1,"14344"
"5440",1046,1,"14344"
"5441",1003,1,"14344"
"5442",1001,1,"14344"
"5443",1034,1,"14344"
"5444",1018,1,"14344"
"5446",1008,1,"14380"
"5447",1035,1,"14380"
"5448",1037,1,"14380"
"5449",1009,1,"14380"
"5450",1039,1,"14380"
"5451",1018,1,"14380"
"5453",1008,1,"14384"
"5454",1010,1,"14384"
"5455",1076,1,"14384"
"5456",1001,1,"14384"
"5457",1053,1,"14384"
"5458",1042,1,"14384"
"5460",1085,1,"14394"
"5461",1189,1,"14394"
"5462",1038,1,"14394"
"5463",1054,1,"14394"
"5464",1026,1,"14394"
"5465",1168,1,"14394"
"5466",1063,1,"14394"
"5467",1034,1,"14394"
"5468",1004,1,"14394"
"5470",1009,1,"14404"
"5471",1076,1,"14404"
"5472",1017,1,"14404"
"5473",1001,1,"14404"
"5474",1003,1,"14404"
"5475",1074,1,"14404"
"5477",1025,1,"14406"
"5478",1008,1,"14406"
"5479",1038,1,"14406"
"5480",1009,1,"14406"
"5481",1026,1,"14406"
"5482",1003,1,"14406"
"5483",1001,1,"14406"
"5484",1034,1,"14406"
"5486",1025,1,"14407"
"5487",1022,1,"14407"
"5488",1070,1,"14407"
"5489",1018,1,"14407"
"5490",1010,1,"14407"
"5491",1008,1,"14407"
"5492",1027,1,"14407"
"5493",1068,1,"14407"
"5494",1041,1,"14407"
"5495",1034,1,"14407"
"5497",1234,1,"14418"
"5498",1017,1,"14418"
"5499",1004,1,"14418"
"5500",1014,1,"14418"
"5501",1000,1,"14418"
"5502",1011,1,"14418"
"5503",1052,1,"14418"
"5504",1040,1,"14418"
"5505",1060,1,"14418"
"5506",1088,1,"14418"
"5508",1025,1,"14422"
"5509",1037,1,"14422"
"5510",1009,1,"14422"
"5511",1026,1,"14422"
"5512",1017,1,"14422"
"5513",1001,1,"14422"
"5514",1034,1,"14422"
"5515",1002,1,"14422"
"5517",1190,1,"14434"
"5518",1064,1,"14434"
"5519",1022,1,"14434"
"5520",1063,1,"14434"
"5521",1027,1,"14434"
"5522",1009,1,"14434"
"5523",1068,1,"14434"
"5524",1042,1,"14434"
"5525",1025,1,"14434"
"5526",1111,1,"14434"
"5527",1017,1,"14434"
"5528",1004,1,"14434"
"5529",1021,1,"14434"
"5530",1010,1,"14434"
"5531",1038,1,"14434"
"5532",1099,1,"14434"
"5533",1026,1,"14434"
"5534",1041,1,"14434"
"5535",1053,1,"14434"
"5537",1008,1,"14435"
"5538",1125,1,"14435"
"5539",1017,1,"14435"
"5540",1049,1,"14435"
"5541",1001,1,"14435"
"5542",1004,1,"14435"
"5543",1018,1,"14435"
"5544",1043,1,"14435"
"5545",1078,1,"14435"
"5547",1008,1,"14436"
"5548",1037,1,"14436"
"5549",1016,1,"14436"
"5550",1009,1,"14436"
"5551",1017,1,"14436"
"5552",1034,1,"14436"
"5554",1064,1,"14440"
"5555",1017,1,"14440"
"5556",1070,1,"14440"
"5557",1004,1,"14440"
"5558",1038,1,"14440"
"5559",1026,1,"14440"
"5560",1034,1,"14440"
"5561",1044,1,"14440"
"5563",1147,1,"14442"
"5564",1148,1,"14442"
"5565",1058,1,"14442"
"5566",1017,1,"14442"
"5567",1001,1,"14442"
"5568",1004,1,"14442"
"5570",1008,1,"14458"
"5571",1035,1,"14458"
"5572",1009,1,"14458"
"5573",1040,1,"14458"
"5574",1177,1,"14458"
"5575",1014,1,"14458"
"5576",1034,1,"14458"
"5577",1018,1,"14458"
"5579",1035,1,"14460"
"5580",1037,1,"14460"
"5581",1009,1,"14460"
"5582",1017,1,"14460"
"5583",1001,1,"14460"
"5584",1002,1,"14460"
"5585",1018,1,"14460"
"5587",1018,1,"14480"
"5588",1035,1,"14480"
"5589",1077,1,"14480"
"5590",1001,1,"14480"
"5591",1003,1,"14480"
"5592",1002,1,"14480"
"5593",1184,1,"14480"
"5594",1083,1,"14480"
"5596",1035,1,"14485"
"5597",1000,1,"14485"
"5598",1017,1,"14485"
"5599",1001,1,"14485"
"5600",1088,1,"14485"
"5601",1061,1,"14485"
"5602",1003,1,"14485"
"5603",1078,1,"14485"
"5604",1018,1,"14485"
"5605",1014,1,"14485"
"5607",1035,1,"14505"
"5608",1008,1,"14505"
"5609",1118,1,"14505"
"5610",1017,1,"14505"
"5611",1001,1,"14505"
"5612",1003,1,"14505"
"5613",1004,1,"14505"
"5614",1018,1,"14505"
"5616",1008,1,"14509"
"5617",1017,1,"14509"
"5618",1006,1,"14509"
"5619",1048,1,"14509"
"5620",1018,1,"14509"
"5621",1004,1,"14509"
"5623",1017,1,"14513"
"5624",1004,1,"14513"
"5625",1018,1,"14513"
"5626",1035,1,"14513"
"5627",1008,1,"14513"
"5628",1036,1,"14513"
"5629",1135,1,"14513"
"5630",1009,1,"14513"
"5631",1052,1,"14513"
"5632",1060,1,"14513"
"5633",1040,1,"14513"
"5634",1001,1,"14513"
"5635",1003,1,"14513"
"5636",1167,1,"14513"
"5638",1036,1,"14526"
"5639",1038,1,"14526"
"5640",1040,1,"14526"
"5641",1026,1,"14526"
"5642",1052,1,"14526"
"5643",1053,1,"14526"
"5645",1008,1,"14538"
"5646",1065,1,"14538"
"5647",1009,1,"14538"
"5648",1017,1,"14538"
"5649",1034,1,"14538"
"5650",1004,1,"14538"
"5652",1130,1,"14560"
"5653",1030,1,"14560"
"5654",1026,1,"14560"
"5655",1041,1,"14560"
"5656",1003,1,"14560"
"5657",1001,1,"14560"
"5658",1078,1,"14560"
"5660",1035,1,"14567"
"5661",1037,1,"14567"
"5662",1295,1,"14567"
"5663",1009,1,"14567"
"5664",1095,1,"14567"
"5665",1017,1,"14567"
"5666",1018,1,"14567"
"5668",1020,1,"14583"
"5669",1038,1,"14583"
"5670",1009,1,"14583"
"5671",1017,1,"14583"
"5672",1032,1,"14583"
"5673",1053,1,"14583"
"5674",1004,1,"14583"
"5675",1201,1,"14583"
"5677",1008,1,"14600"
"5678",1077,1,"14600"
"5679",1090,1,"14600"
"5680",1076,1,"14600"
"5681",1003,1,"14600"
"5682",1001,1,"14600"
"5683",1018,1,"14600"
"5685",1035,1,"14601"
"5686",1227,1,"14601"
"5687",1009,1,"14601"
"5688",1017,1,"14601"
"5689",1032,1,"14601"
"5690",1002,1,"14601"
"5691",1018,1,"14601"
"5692",1097,1,"14601"
"5694",1035,1,"14605"
"5695",1009,1,"14605"
"5696",1001,1,"14605"
"5697",1004,1,"14605"
"5698",1018,1,"14605"
"5699",1074,1,"14605"
"5701",1035,1,"14617"
"5702",1008,1,"14617"
"5703",1016,1,"14617"
"5704",1009,1,"14617"
"5705",1001,1,"14617"
"5706",1003,1,"14617"
"5707",1018,1,"14617"
"5709",1119,1,"14622"
"5710",1216,1,"14622"
"5711",1065,1,"14622"
"5712",1158,1,"14622"
"5713",1009,1,"14622"
"5714",1011,1,"14622"
"5715",1040,1,"14622"
"5716",1034,1,"14622"
"5717",1025,1,"14622"
"5718",1020,1,"14622"
"5719",1017,1,"14622"
"5720",1014,1,"14622"
"5721",1021,1,"14622"
"5722",1072,1,"14622"
"5723",1008,1,"14622"
"5724",1038,1,"14622"
"5725",1207,1,"14622"
"5726",1026,1,"14622"
"5727",1041,1,"14622"
"5728",1053,1,"14622"
"5729",1044,1,"14622"
"5731",1025,1,"14627"
"5732",1064,1,"14627"
"5733",1069,1,"14627"
"5734",1017,1,"14627"
"5735",1070,1,"14627"
"5736",1018,1,"14627"
"5737",1067,1,"14627"
"5738",1035,1,"14627"
"5739",1037,1,"14627"
"5740",1046,1,"14627"
"5741",1009,1,"14627"
"5742",1038,1,"14627"
"5743",1026,1,"14627"
"5744",1041,1,"14627"
"5745",1034,1,"14627"
"5747",1036,1,"14634"
"5748",1009,1,"14634"
"5749",1017,1,"14634"
"5750",1032,1,"14634"
"5751",1004,1,"14634"
"5752",1074,1,"14634"
"5754",1025,1,"14654"
"5755",1022,1,"14654"
"5756",1070,1,"14654"
"5757",1026,1,"14654"
"5758",1039,1,"14654"
"5759",1041,1,"14654"
"5760",1034,1,"14654"
"5762",1081,1,"14681"
"5763",1082,1,"14681"
"5764",1017,1,"14681"
"5765",1004,1,"14681"
"5766",1008,1,"14681"
"5767",1010,1,"14681"
"5768",1001,1,"14681"
"5769",1041,1,"14681"
"5770",1068,1,"14681"
"5771",1075,1,"14681"
"5773",1037,1,"14686"
"5774",1009,1,"14686"
"5775",1017,1,"14686"
"5776",1001,1,"14686"
"5777",1003,1,"14686"
"5778",1004,1,"14686"
"5780",1008,1,"14690"
"5781",1000,1,"14690"
"5782",1049,1,"14690"
"5783",1001,1,"14690"
"5784",1003,1,"14690"
"5785",1018,1,"14690"
"5787",1045,1,"14703"
"5788",1008,1,"14703"
"5789",1119,1,"14703"
"5790",1007,1,"14703"
"5791",1034,1,"14703"
"5792",1004,1,"14703"
"5794",1058,1,"14713"
"5795",1004,1,"14713"
"5796",1018,1,"14713"
"5797",1008,1,"14713"
"5798",1036,1,"14713"
"5799",1100,1,"14713"
"5800",1032,1,"14713"
"5801",1043,1,"14713"
"5803",1029,1,"14718"
"5804",1008,1,"14718"
"5805",1055,1,"14718"
"5806",1017,1,"14718"
"5807",1004,1,"14718"
"5808",1048,1,"14718"
"5809",1018,1,"14718"
"5810",1067,1,"14718"
"5812",1090,1,"14730"
"5813",1058,1,"14730"
"5814",1137,1,"14730"
"5815",1001,1,"14730"
"5816",1018,1,"14730"
"5817",1034,1,"14730"
"5819",1236,1,"14738"
"5820",1020,1,"14738"
"5821",1218,1,"14738"
"5822",1017,1,"14738"
"5823",1004,1,"14738"
"5824",1048,1,"14738"
"5826",1004,1,"14744"
"5827",1018,1,"14744"
"5828",1074,1,"14744"
"5829",1008,1,"14744"
"5830",1030,1,"14744"
"5831",1009,1,"14744"
"5832",1150,1,"14744"
"5833",1002,1,"14744"
"5834",1034,1,"14744"
"5835",1167,1,"14744"
"5837",1008,1,"14750"
"5838",1035,1,"14750"
"5839",1025,1,"14750"
"5840",1009,1,"14750"
"5841",1059,1,"14750"
"5842",1018,1,"14750"
"5844",1008,1,"14759"
"5845",1058,1,"14759"
"5846",1003,1,"14759"
"5847",1001,1,"14759"
"5848",1004,1,"14759"
"5849",1018,1,"14759"
"5851",1146,1,"14761"
"5852",1130,1,"14761"
"5853",1020,1,"14761"
"5854",1017,1,"14761"
"5855",1013,1,"14761"
"5856",1018,1,"14761"
"5857",1004,1,"14761"
"5858",1008,1,"14761"
"5859",1010,1,"14761"
"5860",1093,1,"14761"
"5861",1001,1,"14761"
"5862",1003,1,"14761"
"5864",1146,1,"14764"
"5865",1237,1,"14764"
"5866",1010,1,"14764"
"5867",1081,1,"14764"
"5868",1003,1,"14764"
"5869",1001,1,"14764"
"5870",1018,1,"14764"
"5871",1042,1,"14764"
"5873",1008,1,"14793"
"5874",1046,1,"14793"
"5875",1121,1,"14793"
"5876",1003,1,"14793"
"5877",1001,1,"14793"
"5878",1034,1,"14793"
"5879",1002,1,"14793"
"5880",1004,1,"14793"
"5881",1018,1,"14793"
"5883",1037,1,"14808"
"5884",1009,1,"14808"
"5885",1040,1,"14808"
"5886",1017,1,"14808"
"5887",1031,1,"14808"
"5888",1002,1,"14808"
"5889",1014,1,"14808"
"5891",1008,1,"14810"
"5892",1035,1,"14810"
"5893",1003,1,"14810"
"5894",1001,1,"14810"
"5895",1004,1,"14810"
"5896",1167,1,"14810"
"5898",1064,1,"14817"
"5899",1070,1,"14817"
"5900",1049,1,"14817"
"5901",1008,1,"14817"
"5902",1077,1,"14817"
"5903",1009,1,"14817"
"5904",1026,1,"14817"
"5905",1001,1,"14817"
"5906",1003,1,"14817"
"5907",1034,1,"14817"
"5909",1008,1,"14825"
"5910",1295,1,"14825"
"5911",1056,1,"14825"
"5912",1017,1,"14825"
"5913",1032,1,"14825"
"5914",1018,1,"14825"
"5916",1025,1,"14830"
"5917",1065,1,"14830"
"5918",1070,1,"14830"
"5919",1004,1,"14830"
"5920",1018,1,"14830"
"5921",1036,1,"14830"
"5922",1027,1,"14830"
"5923",1040,1,"14830"
"5924",1026,1,"14830"
"5925",1143,1,"14830"
"5926",1041,1,"14830"
"5927",1001,1,"14830"
"5928",1034,1,"14830"
"5930",1010,1,"14840"
"5931",1020,1,"14840"
"5932",1001,1,"14840"
"5933",1004,1,"14840"
"5934",1002,1,"14840"
"5935",1021,1,"14840"
"5937",1036,1,"14843"
"5938",1008,1,"14843"
"5939",1038,1,"14843"
"5940",1056,1,"14843"
"5941",1040,1,"14843"
"5942",1032,1,"14843"
"5943",1053,1,"14843"
"5945",1008,1,"14848"
"5946",1037,1,"14848"
"5947",1009,1,"14848"
"5948",1059,1,"14848"
"5949",1004,1,"14848"
"5950",1018,1,"14848"
"5952",1008,1,"14854"
"5953",1130,1,"14854"
"5954",1054,1,"14854"
"5955",1009,1,"14854"
"5956",1295,1,"14854"
"5957",1031,1,"14854"
"5958",1004,1,"14854"
"5960",1017,1,"14880"
"5961",1004,1,"14880"
"5962",1036,1,"14880"
"5963",1189,1,"14880"
"5964",1027,1,"14880"
"5965",1099,1,"14880"
"5966",1026,1,"14880"
"5967",1039,1,"14880"
"5968",1001,1,"14880"
"5969",1041,1,"14880"
"5970",1075,1,"14880"
"5972",1141,1,"14883"
"5973",1045,1,"14883"
"5974",1008,1,"14883"
"5975",1027,1,"14883"
"5976",1009,1,"14883"
"5977",1034,1,"14883"
"5979",1035,1,"14884"
"5980",1037,1,"14884"
"5981",1009,1,"14884"
"5982",1017,1,"14884"
"5983",1001,1,"14884"
"5984",1004,1,"14884"
"5985",1018,1,"14884"
"5987",1135,1,"14885"
"5988",1052,1,"14885"
"5989",1031,1,"14885"
"5990",1160,1,"14885"
"5991",1042,1,"14885"
"5992",1021,1,"14885"
"5994",1064,1,"14890"
"5995",1017,1,"14890"
"5996",1070,1,"14890"
"5997",1008,1,"14890"
"5998",1027,1,"14890"
"5999",1038,1,"14890"
"6000",1026,1,"14890"
"6001",1041,1,"14890"
"6003",1008,1,"14897"
"6004",1046,1,"14897"
"6005",1017,1,"14897"
"6006",1032,1,"14897"
"6007",1001,1,"14897"
"6008",1018,1,"14897"
"6009",1034,1,"14897"
"6010",1004,1,"14897"
"6012",1008,1,"14908"
"6013",1003,1,"14908"
"6014",1001,1,"14908"
"6015",1018,1,"14908"
"6016",1034,1,"14908"
"6017",1004,1,"14908"
"6019",1008,1,"14914"
"6020",1035,1,"14914"
"6021",1009,1,"14914"
"6022",1017,1,"14914"
"6023",1003,1,"14914"
"6024",1018,1,"14914"
"6025",1004,1,"14914"
"6027",1066,1,"14929"
"6028",1053,1,"14929"
"6029",1042,1,"14929"
"6030",1004,1,"14929"
"6031",1021,1,"14929"
"6032",1072,1,"14929"
"6033",1044,1,"14929"
"6035",1036,1,"14930"
"6036",1020,1,"14930"
"6037",1040,1,"14930"
"6038",1026,1,"14930"
"6039",1041,1,"14930"
"6040",1002,1,"14930"
"6041",1067,1,"14930"
"6043",1008,1,"14937"
"6044",1030,1,"14937"
"6045",1026,1,"14937"
"6046",1143,1,"14937"
"6047",1041,1,"14937"
"6048",1004,1,"14937"
"6049",1034,1,"14937"
"6051",1219,1,"14961"
"6052",1135,1,"14961"
"6053",1060,1,"14961"
"6054",1052,1,"14961"
"6055",1137,1,"14961"
"6056",1001,1,"14961"
"6057",1004,1,"14961"
"6059",1008,1,"14962"
"6060",1064,1,"14962"
"6061",1070,1,"14962"
"6062",1026,1,"14962"
"6063",1068,1,"14962"
"6064",1041,1,"14962"
"6065",1034,1,"14962"
"6067",1008,1,"14967"
"6068",1025,1,"14967"
"6069",1027,1,"14967"
"6070",1026,1,"14967"
"6071",1007,1,"14967"
"6072",1070,1,"14967"
"6073",1041,1,"14967"
"6075",1035,1,"14968"
"6076",1037,1,"14968"
"6077",1017,1,"14968"
"6078",1001,1,"14968"
"6079",1003,1,"14968"
"6080",1018,1,"14968"
"6082",1008,1,"14970"
"6083",1038,1,"14970"
"6084",1046,1,"14970"
"6085",1026,1,"14970"
"6086",1001,1,"14970"
"6087",1003,1,"14970"
"6088",1034,1,"14970"
"6089",1004,1,"14970"
"6091",1008,1,"14974"
"6092",1040,1,"14974"
"6093",1017,1,"14974"
"6094",1006,1,"14974"
"6095",1018,1,"14974"
"6096",1034,1,"14974"
"6098",1036,1,"15004"
"6099",1031,1,"15004"
"6100",1017,1,"15004"
"6101",1040,1,"15004"
"6102",1103,1,"15004"
"6103",1043,1,"15004"
"6105",1085,1,"15006"
"6106",1054,1,"15006"
"6107",1017,1,"15006"
"6108",1001,1,"15006"
"6109",1156,1,"15006"
"6110",1018,1,"15006"
"6112",1008,1,"15021"
"6113",1109,1,"15021"
"6114",1009,1,"15021"
"6115",1076,1,"15021"
"6116",1001,1,"15021"
"6117",1004,1,"15021"
"6118",1074,1,"15021"
"6120",1008,1,"15029"
"6121",1000,1,"15029"
"6122",1070,1,"15029"
"6123",1040,1,"15029"
"6124",1031,1,"15029"
"6125",1034,1,"15029"
"6126",1018,1,"15029"
"6127",1014,1,"15029"
"6129",1076,1,"15045"
"6130",1017,1,"15045"
"6131",1018,1,"15045"
"6132",1078,1,"15045"
"6133",1074,1,"15045"
"6134",1008,1,"15045"
"6135",1036,1,"15045"
"6136",1009,1,"15045"
"6137",1115,1,"15045"
"6138",1052,1,"15045"
"6139",1060,1,"15045"
"6140",1001,1,"15045"
"6141",1003,1,"15045"
"6143",1017,1,"15047"
"6144",1004,1,"15047"
"6145",1018,1,"15047"
"6146",1169,1,"15047"
"6147",1154,1,"15047"
"6148",1008,1,"15047"
"6149",1100,1,"15047"
"6150",1040,1,"15047"
"6151",1003,1,"15047"
"6153",1160,1,"15051"
"6154",1017,1,"15051"
"6155",1074,1,"15051"
"6156",1193,1,"15051"
"6157",1021,1,"15051"
"6158",1036,1,"15051"
"6159",1095,1,"15051"
"6160",1009,1,"15051"
"6161",1040,1,"15051"
